Time	Channel A	Channel B
(us)	(V)	(mV)

-4.59999956	0.00000000	8.65526600
-4.39999957	0.00000000	8.65526600
-4.19999958	0.00000000	8.65526600
-3.99999959	0.00000000	8.65526600
-3.79999960	0.00000000	8.65526600
-3.59999962	0.00000000	8.65526600
-3.39999963	0.00000000	8.65526600
-3.19999964	0.00000000	8.65526600
-2.99999965	0.00000000	8.65526600
-2.79999966	0.00000000	8.65526600
-2.59999968	0.00000000	8.65526600
-2.39999969	0.00000000	8.65526600
-2.19999970	0.00000000	8.65526600
-1.99999971	0.00000000	8.65526600
-1.79999972	0.00000000	8.65526600
-1.59999973	0.00000000	8.65526600
-1.39999975	0.00000000	8.65526600
-1.19999976	0.00000000	8.65526600
-0.99999977	0.00000000	8.65526600
-0.79999978	0.00000000	8.65526600
-0.59999979	0.00000000	8.65526600
-0.39999981	0.17531990	8.65526600
-0.19999982	0.70250980	8.65526600
0.00000017	0.87844490	8.65526600
0.20000016	1.05376500	8.65526600
0.40000015	0.87844490	8.65526600
0.60000013	0.35125490	8.65526600
0.80000012	-0.52657480	8.70447700
1.00000011	-1.40563500	9.06742000
1.20000010	-2.28408000	9.46727400
1.40000009	-2.81127000	9.06742000
1.60000008	-2.45940000	8.70447700
1.80000006	-1.40563500	8.65526600
2.00000005	0.35125490	8.65526600
2.20000004	2.45940000	8.65526600
2.40000003	4.39283900	8.65526600
2.60000002	5.27128500	8.60605200
2.80000000	4.91941500	8.19389700
2.99999999	3.16252500	7.43725300
3.19999998	0.17531990	7.43725300
3.39999997	-3.16252500	8.19389700
3.59999996	-6.32566500	8.65526600
3.79999994	-7.90661900	9.11663300
3.99999993	-7.55536400	9.92864100
4.19999992	-5.44660400	10.34080000
4.39999991	-1.40563500	10.34080000
4.59999990	2.98659000	9.92864100
4.79999989	6.85223900	9.11663300
4.99999987	9.13693400	8.65526600
5.19999986	9.13693400	8.19389700
5.39999985	6.85223900	7.43725300
5.59999984	2.63533500	7.43725300
5.79999983	-2.10814500	8.19389700
5.99999981	-6.32566500	8.60605200
6.19999980	-8.96099900	8.65526600
6.39999979	-9.31225400	8.70447700
6.59999978	-7.37942900	9.11663300
6.79999977	-3.68971500	9.92864100
6.99999975	0.70250980	10.29158000
7.19999974	4.56816000	9.92864100
7.39999973	7.20410900	9.11663300
7.59999972	7.73129900	8.70447700
7.79999971	6.32566500	8.65526600
7.99999970	3.51377900	8.65526600
8.19999968	0.17531990	8.65526600
8.39999967	-2.81127000	8.65526600
8.59999966	-4.74409400	8.65526600
8.79999965	-5.09534900	8.65526600
8.99999964	-4.39283900	8.65526600
9.19999962	-2.63533500	8.65526600
9.39999961	-0.70250980	8.65526600
9.59999960	1.05376500	8.65526600
9.79999959	2.28408000	8.65526600
9.99999958	2.45940000	8.65526600
10.19999956	2.10814500	8.65526600
10.39999955	1.22970000	8.65526600
10.59999954	0.35125490	8.65526600
10.79999953	-0.35125490	8.65526600
10.99999952	-0.87844490	8.65526600
