Time	Channel A	Channel B
(us)	(V)	(mV)

-4.49999956	0.00000000	-5.29035400
-4.29999957	0.00000000	-5.60408400
-4.09999958	0.00000000	-6.00393600
-3.89999959	0.00000000	-5.60408400
-3.69999960	0.00000000	-5.24114100
-3.49999962	0.00000000	-5.19192900
-3.29999963	0.00000000	-5.19192900
-3.09999964	0.00000000	-5.24114100
-2.89999965	0.00000000	-5.60408400
-2.69999966	0.00000000	-6.00393600
-2.49999968	0.00000000	-5.60408400
-2.29999969	0.00000000	-5.24114100
-2.09999970	0.00000000	-5.19192900
-1.89999971	0.00000000	-5.19192900
-1.69999972	0.00000000	-5.19192900
-1.49999973	0.00000000	-5.19192900
-1.29999975	0.00000000	-5.19192900
-1.09999976	0.00000000	-5.19192900
-0.89999977	0.00000000	-5.19192900
-0.69999978	0.00000000	-5.24114100
-0.49999979	0.00000000	-5.60408400
-0.29999981	0.35125490	-6.05314900
-0.09999982	0.70250980	-6.06545300
0.10000017	1.05376500	-6.46530500
0.30000016	1.05376500	-6.46530500
0.50000015	0.70250980	-6.06545300
0.70000013	0.00000000	-6.05314900
0.90000012	-0.87844490	-5.65329700
1.10000011	-1.75689000	-5.65329700
1.30000010	-2.63533500	-6.00393600
1.50000009	-2.81127000	-5.60408400
1.70000008	-2.10814500	-5.24114100
1.90000006	-0.87844490	-5.19192900
2.10000005	1.22970000	-5.19192900
2.30000004	3.33846000	-5.24114100
2.50000003	4.91941500	-5.65329700
2.70000002	5.27128500	-6.46530500
2.90000000	4.39283900	-6.87746000
3.09999999	2.10814500	-6.92667200
3.29999998	-1.22970000	-6.87746000
3.49999997	-4.56816000	-6.46530500
3.69999996	-7.20410900	-5.65329700
3.89999994	-8.08255400	-5.24114100
4.09999993	-6.85223900	-5.19192900
4.29999992	-3.86565000	-5.19192900
4.49999991	0.35125490	-5.19192900
4.69999990	4.74409400	-5.24114100
4.89999989	8.08255400	-5.65329700
5.09999987	9.48818900	-6.46530500
5.29999986	8.43380900	-6.87746000
5.49999985	5.27128500	-6.92667200
5.69999984	0.70250980	-6.87746000
5.89999983	-3.86565000	-6.46530500
6.09999981	-7.73129900	-5.65329700
6.29999980	-9.48818900	-5.24114100
6.49999979	-8.78567900	-5.14271600
6.69999978	-5.97379400	-4.77977300
6.89999977	-1.93282500	-4.37992100
7.09999975	2.45940000	-4.82898600
7.29999974	5.97379400	-5.60408400
7.49999973	7.55536400	-6.46530500
7.69999972	7.37942900	-6.87746000
7.89999971	5.27128500	-6.92667200
8.09999970	2.10814500	-6.92667200
8.29999968	-1.22970000	-6.87746000
8.49999967	-3.68971500	-6.46530500
8.69999966	-5.09534900	-5.65329700
8.89999965	-4.91941500	-5.24114100
9.09999964	-3.68971500	-5.19192900
9.29999962	-1.75689000	-5.19192900
9.49999961	0.17531990	-5.19192900
9.69999960	1.58095500	-5.24114100
9.89999959	2.45940000	-5.60408400
10.09999958	2.45940000	-6.00393600
10.29999956	1.75689000	-5.60408400
