Time	Channel A	Channel B
(us)	(V)	(mV)

-4.49999956	0.00000000	25.97195000
-4.29999957	0.00000000	25.97195000
-4.09999958	0.00000000	25.97195000
-3.89999959	0.00000000	25.97195000
-3.69999960	0.00000000	25.97195000
-3.49999962	0.00000000	25.97195000
-3.29999963	0.00000000	25.97195000
-3.09999964	0.00000000	25.97195000
-2.89999965	0.00000000	25.97195000
-2.69999966	0.00000000	25.97195000
-2.49999968	0.00000000	25.97195000
-2.29999969	0.00000000	25.97195000
-2.09999970	0.00000000	25.97195000
-1.89999971	0.00000000	25.97195000
-1.69999972	0.00000000	25.97195000
-1.49999973	0.00000000	25.97195000
-1.29999975	0.00000000	25.97195000
-1.09999976	0.00000000	25.97195000
-0.89999977	0.00000000	25.97195000
-0.69999978	0.00000000	25.97195000
-0.49999979	0.00000000	25.97195000
-0.29999981	0.52657480	25.97195000
-0.09999982	0.70250980	25.97195000
0.10000017	1.05376500	25.97195000
0.30000016	1.05376500	25.97195000
0.50000015	0.70250980	25.97195000
0.70000013	0.00000000	25.97195000
0.90000012	-1.05376500	25.97195000
1.10000011	-1.93282500	25.97195000
1.30000010	-2.63533500	25.97195000
1.50000009	-2.81127000	25.97195000
1.70000008	-2.10814500	26.02116000
1.90000006	-0.52657480	26.38410000
2.10000005	1.40563500	26.78395000
2.30000004	3.51377900	26.38410000
2.50000003	4.91941500	26.02116000
2.70000002	5.27128500	25.97195000
2.90000000	4.21690500	25.97195000
3.09999999	1.75689000	25.97195000
3.29999998	-1.58095500	25.97195000
3.49999997	-4.91941500	25.97195000
3.69999996	-7.37942900	26.02116000
3.89999994	-7.90661900	26.43332000
4.09999993	-6.67691900	27.24532000
4.29999992	-3.51377900	27.60827000
4.49999991	0.70250980	27.24532000
4.69999990	5.09534900	26.43332000
4.89999989	8.43380900	26.02116000
5.09999987	9.48818900	25.97195000
5.29999986	8.25849000	25.97195000
5.49999985	4.91941500	25.97195000
5.69999984	0.17531990	25.97195000
5.89999983	-4.39283900	26.02116000
6.09999981	-8.08255400	26.43332000
6.29999980	-9.48818900	27.19611000
6.49999979	-8.60974400	27.19611000
6.69999978	-5.62254000	26.43332000
6.89999977	-1.40563500	26.02116000
7.09999975	2.98659000	25.92274000
7.29999974	6.14972900	25.55979000
7.49999973	7.73129900	25.11073000
7.69999972	7.20410900	25.15379000
7.89999971	4.91941500	25.11073000
8.09999970	1.75689000	25.55979000
8.29999968	-1.40563500	25.92274000
8.49999967	-3.86565000	25.97195000
8.69999966	-5.09534900	25.97195000
8.89999965	-4.91941500	25.97195000
9.09999964	-3.51377900	25.97195000
9.29999962	-1.58095500	25.97195000
9.49999961	0.35125490	25.97195000
9.69999960	1.75689000	25.97195000
9.89999959	2.45940000	25.97195000
10.09999958	2.28408000	25.97195000
10.29999956	1.75689000	25.97195000
10.49999955	0.87844490	25.97195000
10.69999954	0.00000000	25.97195000
10.89999953	-0.70250980	25.97195000
11.09999952	-0.87844490	25.97195000
