Time	Channel A	Channel B
(us)	(V)	(mV)

-4.49999956	0.00000000	-5.19192900
-4.29999957	0.00000000	-5.14271600
-4.09999958	0.00000000	-4.77977300
-3.89999959	0.00000000	-4.37992100
-3.69999960	0.00000000	-4.77977300
-3.49999962	0.00000000	-5.14271600
-3.29999963	0.00000000	-5.19192900
-3.09999964	0.00000000	-5.19192900
-2.89999965	0.00000000	-5.19192900
-2.69999966	0.00000000	-5.19192900
-2.49999968	0.00000000	-5.19192900
-2.29999969	0.00000000	-5.19192900
-2.09999970	0.00000000	-5.19192900
-1.89999971	0.00000000	-5.19192900
-1.69999972	0.00000000	-5.19192900
-1.49999973	0.00000000	-5.19192900
-1.29999975	0.00000000	-5.19192900
-1.09999976	0.00000000	-5.19192900
-0.89999977	0.00000000	-5.19192900
-0.69999978	0.00000000	-5.19192900
-0.49999979	0.00000000	-5.19192900
-0.29999981	0.35125490	-5.19192900
-0.09999982	0.70250980	-5.19192900
0.10000017	1.05376500	-5.19192900
0.30000016	1.05376500	-5.19192900
0.50000015	0.70250980	-5.19192900
0.70000013	0.00000000	-5.19192900
0.90000012	-0.87844490	-5.19192900
1.10000011	-1.75689000	-5.19192900
1.30000010	-2.63533500	-5.19192900
1.50000009	-2.81127000	-5.14271600
1.70000008	-2.28408000	-4.73056000
1.90000006	-0.87844490	-3.97391700
2.10000005	1.22970000	-3.97391700
2.30000004	3.16252500	-4.73056000
2.50000003	4.91941500	-5.14271600
2.70000002	5.27128500	-5.19192900
2.90000000	4.39283900	-5.19192900
3.09999999	2.10814500	-5.19192900
3.29999998	-1.05376500	-5.19192900
3.49999997	-4.56816000	-5.19192900
3.69999996	-7.02817400	-5.14271600
3.89999994	-8.08255400	-4.73056000
4.09999993	-6.85223900	-3.92470400
4.29999992	-4.04096900	-3.46333600
4.49999991	0.35125490	-3.10039400
4.69999990	4.74409400	-3.10654500
4.89999989	8.08255400	-4.32455700
5.09999987	9.48818900	-5.09350300
5.29999986	8.60974400	-5.19192900
5.49999985	5.44660400	-5.19192900
5.69999984	0.87844490	-5.19192900
5.89999983	-3.86565000	-5.19192900
6.09999981	-7.55536400	-5.14271600
6.29999980	-9.48818900	-4.73056000
6.49999979	-8.78567900	-3.92470400
6.69999978	-5.97379400	-3.51254900
6.89999977	-1.93282500	-3.51254900
7.09999975	2.28408000	-3.92470400
7.29999974	5.79847400	-4.73056000
7.49999973	7.55536400	-5.14271600
7.69999972	7.37942900	-5.19192900
7.89999971	5.27128500	-5.19192900
8.09999970	2.28408000	-5.19192900
8.29999968	-1.05376500	-5.19192900
8.49999967	-3.68971500	-5.19192900
8.69999966	-5.09534900	-5.19192900
8.89999965	-4.91941500	-5.19192900
9.09999964	-3.68971500	-5.19192900
9.29999962	-1.93282500	-5.19192900
9.49999961	0.00000000	-5.19192900
9.69999960	1.75689000	-5.19192900
9.89999959	2.45940000	-5.19192900
10.09999958	2.45940000	-5.19192900
10.29999956	1.75689000	-5.19192900
