Time	Channel A	Channel B
(us)	(V)	(mV)

-4.49999956	0.00000000	8.65526600
-4.29999957	0.00000000	8.60605200
-4.09999958	0.00000000	8.19389700
-3.89999959	0.00000000	7.38804100
-3.69999960	0.00000000	7.02509800
-3.49999962	0.00000000	7.33882900
-3.29999963	0.00000000	7.78789300
-3.09999964	0.00000000	7.79404500
-2.89999965	0.00000000	8.24311000
-2.69999966	0.00000000	8.60605200
-2.49999968	0.00000000	8.60605200
-2.29999969	0.00000000	8.24311000
-2.09999970	0.00000000	7.84325700
-1.89999971	0.00000000	8.24311000
-1.69999972	0.00000000	8.60605200
-1.49999973	0.00000000	8.65526600
-1.29999975	0.00000000	8.65526600
-1.09999976	0.00000000	8.65526600
-0.89999977	0.00000000	8.65526600
-0.69999978	0.00000000	8.65526600
-0.49999979	0.00000000	8.65526600
-0.29999981	0.35125490	8.65526600
-0.09999982	0.70250980	8.65526600
0.10000017	1.05376500	8.65526600
0.30000016	1.05376500	8.65526600
0.50000015	0.70250980	8.60605200
0.70000013	0.00000000	8.19389700
0.90000012	-0.87844490	7.43725300
1.10000011	-1.75689000	7.43725300
1.30000010	-2.63533500	8.19389700
1.50000009	-2.81127000	8.60605200
1.70000008	-2.10814500	8.65526600
1.90000006	-0.70250980	8.65526600
2.10000005	1.22970000	8.65526600
2.30000004	3.33846000	8.65526600
2.50000003	4.91941500	8.60605200
2.70000002	5.27128500	8.19389700
2.90000000	4.39283900	7.38804100
3.09999999	2.10814500	6.97588500
3.29999998	-1.22970000	6.92667200
3.49999997	-4.56816000	6.97588500
3.69999996	-7.20410900	7.38804100
3.89999994	-8.08255400	8.19389700
4.09999993	-6.85223900	8.60605200
4.29999992	-3.86565000	8.65526600
4.49999991	0.35125490	8.65526600
4.69999990	4.74409400	8.65526600
4.89999989	8.08255400	8.60605200
5.09999987	9.48818900	8.19389700
5.29999986	8.43380900	7.38804100
5.49999985	5.27128500	6.97588500
5.69999984	0.70250980	6.92667200
5.89999983	-4.04096900	6.97588500
6.09999981	-7.73129900	7.38804100
6.29999980	-9.31225400	8.19389700
6.49999979	-8.78567900	8.60605200
6.69999978	-5.97379400	8.70447700
6.89999977	-1.93282500	9.06742000
7.09999975	2.45940000	9.46727400
7.29999974	5.97379400	9.06742000
7.49999973	7.55536400	8.70447700
7.69999972	7.20410900	8.60605200
7.89999971	5.27128500	8.19389700
8.09999970	2.10814500	7.43725300
8.29999968	-1.22970000	7.43725300
8.49999967	-3.68971500	8.19389700
8.69999966	-5.09534900	8.60605200
8.89999965	-4.91941500	8.65526600
9.09999964	-3.68971500	8.65526600
9.29999962	-1.75689000	8.65526600
9.49999961	0.17531990	8.65526600
9.69999960	1.75689000	8.65526600
9.89999959	2.45940000	8.65526600
10.09999958	2.45940000	8.60605200
10.29999956	1.75689000	8.19389700
10.49999955	0.87844490	7.43725300
10.69999954	0.00000000	7.43725300
10.89999953	-0.70250980	8.14468500
11.09999952	-0.87844490	8.19389700
