Time	Channel A	Channel B
(us)	(V)	(mV)

-4.49999956	0.00000000	-12.11860000
-4.29999957	0.00000000	-12.11860000
-4.09999958	0.00000000	-12.11860000
-3.89999959	0.00000000	-12.11860000
-3.69999960	0.00000000	-12.11860000
-3.49999962	0.00000000	-12.11860000
-3.29999963	0.00000000	-12.11860000
-3.09999964	0.00000000	-12.11860000
-2.89999965	0.00000000	-12.11860000
-2.69999966	0.00000000	-12.11860000
-2.49999968	0.00000000	-12.11860000
-2.29999969	0.00000000	-12.11860000
-2.09999970	0.00000000	-12.11860000
-1.89999971	0.00000000	-12.11860000
-1.69999972	0.00000000	-12.11860000
-1.49999973	0.00000000	-12.11860000
-1.29999975	0.00000000	-12.11860000
-1.09999976	0.00000000	-12.11860000
-0.89999977	0.00000000	-12.11860000
-0.69999978	0.00000000	-12.11860000
-0.49999979	0.00000000	-12.11860000
-0.29999981	0.35125490	-12.11860000
-0.09999982	0.70250980	-12.11860000
0.10000017	1.05376500	-12.11860000
0.30000016	1.05376500	-12.11860000
0.50000015	0.70250980	-12.11860000
0.70000013	0.17531990	-12.11860000
0.90000012	-0.70250980	-12.11860000
1.10000011	-1.75689000	-12.11860000
1.30000010	-2.45940000	-12.06939000
1.50000009	-2.81127000	-11.65723000
1.70000008	-2.28408000	-10.85138000
1.90000006	-1.05376500	-10.43922000
2.10000005	0.87844490	-10.43922000
2.30000004	3.16252500	-10.85138000
2.50000003	4.74409400	-11.65723000
2.70000002	5.44660400	-12.06939000
2.90000000	4.56816000	-12.11860000
3.09999999	2.28408000	-12.11860000
3.29999998	-0.87844490	-12.11860000
3.49999997	-4.21690500	-12.11860000
3.69999996	-6.85223900	-12.06939000
3.89999994	-7.90661900	-11.65723000
4.09999993	-7.02817400	-10.85138000
4.29999992	-4.21690500	-10.43922000
4.49999991	-0.17531990	-10.39001000
4.69999990	4.21690500	-10.43922000
4.89999989	7.73129900	-10.85138000
5.09999987	9.48818900	-11.65723000
5.29999986	8.60974400	-12.11860000
5.49999985	5.79847400	-12.53076000
5.69999984	1.40563500	-12.93061000
5.89999983	-3.51377900	-12.53076000
6.09999981	-7.37942900	-12.11860000
6.29999980	-9.31225400	-11.65723000
6.49999979	-8.96099900	-10.85138000
6.69999978	-6.50098400	-10.43922000
6.89999977	-2.45940000	-10.39001000
7.09999975	2.10814500	-10.43922000
7.29999974	5.62254000	-10.85138000
7.49999973	7.55536400	-11.65723000
7.69999972	7.37942900	-12.06939000
7.89999971	5.62254000	-12.11860000
8.09999970	2.45940000	-12.11860000
8.29999968	-0.70250980	-12.06939000
8.49999967	-3.51377900	-11.65723000
8.69999966	-4.91941500	-10.85138000
8.89999965	-5.09534900	-10.43922000
9.09999964	-3.86565000	-10.39001000
9.29999962	-1.93282500	-10.39001000
9.49999961	0.00000000	-10.39001000
9.69999960	1.58095500	-10.43922000
9.89999959	2.28408000	-10.85138000
10.09999958	2.45940000	-11.65723000
10.29999956	1.93282500	-12.06939000
