Time	Channel A	Channel B
(us)	(V)	(mV)

-4.49999956	0.00000000	10.34080000
-4.29999957	0.00000000	10.39001000
-4.09999958	0.00000000	10.39001000
-3.89999959	0.00000000	10.39001000
-3.69999960	0.00000000	10.39001000
-3.49999962	0.00000000	10.39001000
-3.29999963	0.00000000	10.39001000
-3.09999964	0.00000000	10.39001000
-2.89999965	0.00000000	10.39001000
-2.69999966	0.00000000	10.39001000
-2.49999968	0.00000000	10.39001000
-2.29999969	0.00000000	10.39001000
-2.09999970	0.00000000	10.39001000
-1.89999971	0.00000000	10.39001000
-1.69999972	0.00000000	10.39001000
-1.49999973	0.00000000	10.39001000
-1.29999975	0.00000000	10.39001000
-1.09999976	0.00000000	10.39001000
-0.89999977	0.00000000	10.39001000
-0.69999978	0.00000000	10.39001000
-0.49999979	0.00000000	10.39001000
-0.29999981	0.35125490	10.39001000
-0.09999982	0.70250980	10.39001000
0.10000017	1.05376500	10.39001000
0.30000016	1.05376500	10.34080000
0.50000015	0.70250980	9.92864100
0.70000013	0.00000000	9.16584600
0.90000012	-0.87844490	9.16584600
1.10000011	-1.75689000	9.92864100
1.30000010	-2.63533500	10.34080000
1.50000009	-2.81127000	10.39001000
1.70000008	-2.10814500	10.39001000
1.90000006	-0.70250980	10.39001000
2.10000005	1.22970000	10.39001000
2.30000004	3.33846000	10.34080000
2.50000003	4.91941500	9.92864100
2.70000002	5.27128500	9.11663300
2.90000000	4.39283900	8.70447700
3.09999999	2.10814500	8.70447700
3.29999998	-1.22970000	9.11663300
3.49999997	-4.56816000	9.92864100
3.69999996	-7.20410900	10.34080000
3.89999994	-8.08255400	10.39001000
4.09999993	-6.85223900	10.39001000
4.29999992	-3.86565000	10.34080000
4.49999991	0.35125490	9.97785300
4.69999990	4.74409400	9.57800100
4.89999989	8.08255400	9.92864100
5.09999987	9.48818900	9.87942800
5.29999986	8.43380900	9.11663300
5.49999985	5.27128500	8.70447700
5.69999984	0.70250980	8.70447700
5.89999983	-3.86565000	9.11663300
6.09999981	-7.73129900	9.92864100
6.29999980	-9.48818900	10.34080000
6.49999979	-8.78567900	10.39001000
6.69999978	-5.97379400	10.39001000
6.89999977	-1.93282500	10.39001000
7.09999975	2.45940000	10.39001000
7.29999974	5.97379400	10.34080000
7.49999973	7.55536400	9.92864100
7.69999972	7.37942900	9.11663300
7.89999971	5.27128500	8.70447700
8.09999970	2.10814500	8.70447700
8.29999968	-1.05376500	9.11663300
8.49999967	-3.68971500	9.92864100
8.69999966	-5.09534900	10.34080000
8.89999965	-4.91941500	10.39001000
9.09999964	-3.68971500	10.39001000
9.29999962	-1.75689000	10.39001000
9.49999961	0.17531990	10.34080000
9.69999960	1.75689000	9.97785300
9.89999959	2.45940000	9.57800100
10.09999958	2.45940000	9.97785300
10.29999956	1.75689000	10.34080000
10.49999955	0.87844490	10.39001000
10.69999954	0.00000000	10.39001000
10.89999953	-0.52657480	10.39001000
11.09999952	-0.87844490	10.34080000
