Time	Channel A	Channel B
(us)	(V)	(mV)

-4.49999956	0.00000000	8.24311000
-4.29999957	0.00000000	8.60605200
-4.09999958	0.00000000	8.65526600
-3.89999959	0.00000000	8.65526600
-3.69999960	0.00000000	8.65526600
-3.49999962	0.00000000	8.65526600
-3.29999963	0.00000000	8.65526600
-3.09999964	0.00000000	8.65526600
-2.89999965	0.00000000	8.65526600
-2.69999966	0.00000000	8.65526600
-2.49999968	0.00000000	8.65526600
-2.29999969	0.00000000	8.60605200
-2.09999970	0.00000000	8.19389700
-1.89999971	0.00000000	7.43725300
-1.69999972	0.00000000	7.43725300
-1.49999973	0.00000000	8.19389700
-1.29999975	0.00000000	8.60605200
-1.09999976	0.00000000	8.60605200
-0.89999977	0.00000000	8.24311000
-0.69999978	0.00000000	7.84325700
-0.49999979	0.00000000	8.24311000
-0.29999981	0.35125490	8.60605200
-0.09999982	0.70250980	8.60605200
0.10000017	1.05376500	8.19389700
0.30000016	1.05376500	7.43725300
0.50000015	0.87844490	7.43725300
0.70000013	0.17531990	8.19389700
0.90000012	-0.52657480	8.55684000
1.10000011	-1.58095500	8.24311000
1.30000010	-2.45940000	7.84325700
1.50000009	-2.81127000	8.24311000
1.70000008	-2.45940000	8.60605200
1.90000006	-1.22970000	8.65526600
2.10000005	0.70250980	8.65526600
2.30000004	2.81127000	8.60605200
2.50000003	4.56816000	8.19389700
2.70000002	5.44660400	7.38804100
2.90000000	4.74409400	6.97588500
3.09999999	2.81127000	6.92667200
3.29999998	-0.35125490	6.97588500
3.49999997	-3.86565000	7.38804100
3.69999996	-6.67691900	8.19389700
3.89999994	-7.90661900	8.60605200
4.09999993	-7.37942900	8.65526600
4.29999992	-4.74409400	8.65526600
4.49999991	-0.70250980	8.65526600
4.69999990	3.68971500	8.65526600
4.89999989	7.37942900	8.60605200
5.09999987	9.31225400	8.19389700
5.29999986	8.96099900	7.38804100
5.49999985	6.32566500	6.97588500
5.69999984	1.93282500	6.92667200
5.89999983	-2.81127000	6.97588500
6.09999981	-6.85223900	7.38804100
6.29999980	-9.13693400	8.19389700
6.49999979	-9.13693400	8.60605200
6.69999978	-6.85223900	8.65526600
6.89999977	-2.98659000	8.65526600
7.09999975	1.40563500	8.65526600
7.29999974	5.09534900	8.60605200
7.49999973	7.37942900	8.19389700
7.69999972	7.55536400	7.43725300
7.89999971	5.97379400	7.38804100
8.09999970	2.98659000	7.73868000
8.29999968	-0.35125490	7.33882900
8.49999967	-3.16252500	7.02509800
8.69999966	-4.91941500	7.38804100
8.89999965	-5.09534900	8.19389700
9.09999964	-4.04096900	8.60605200
9.29999962	-2.28408000	8.65526600
9.49999961	-0.35125490	8.65526600
9.69999960	1.22970000	8.60605200
9.89999959	2.28408000	8.19389700
10.09999958	2.45940000	7.43725300
10.29999956	1.93282500	7.38804100
10.49999955	1.22970000	7.78789300
10.69999954	0.17531990	7.79404500
10.89999953	-0.52657480	8.24311000
11.09999952	-0.87844490	8.60605200
